"","common_name","sci_name","year","count"
"523","Chuck-will's-widow","Antrostomus carolinensis",2011,8
"524","Chuck-will's-widow","Antrostomus carolinensis",2012,4
"525","Chuck-will's-widow","Antrostomus carolinensis",2013,5
"526","Chuck-will's-widow","Antrostomus carolinensis",2014,5
"527","Chuck-will's-widow","Antrostomus carolinensis",2015,5
"528","Chuck-will's-widow","Antrostomus carolinensis",2016,4
"529","Chuck-will's-widow","Antrostomus carolinensis",2017,5
"530","Chuck-will's-widow","Antrostomus carolinensis",2018,3
"531","Chuck-will's-widow","Antrostomus carolinensis",2019,1
"532","Chuck-will's-widow","Antrostomus carolinensis",2020,3
"533","Chuck-will's-widow","Antrostomus carolinensis",2021,1
"534","Chuck-will's-widow","Antrostomus carolinensis",2022,1
"535","Chuck-will's-widow","Antrostomus carolinensis",2023,3
"536","Cliff Swallow","Petrochelidon pyrrhonota",2010,0
"537","Cliff Swallow","Petrochelidon pyrrhonota",2016,0
"538","Common Grackle","Quiscalus quiscula",2000,109
"539","Common Grackle","Quiscalus quiscula",2001,118
"540","Common Grackle","Quiscalus quiscula",2002,129
"541","Common Grackle","Quiscalus quiscula",2003,141
"542","Common Grackle","Quiscalus quiscula",2004,68
"543","Common Grackle","Quiscalus quiscula",2005,139
"544","Common Grackle","Quiscalus quiscula",2006,87
"545","Common Grackle","Quiscalus quiscula",2007,135
"546","Common Grackle","Quiscalus quiscula",2008,138
"547","Common Grackle","Quiscalus quiscula",2009,101
"548","Common Grackle","Quiscalus quiscula",2010,192
"549","Common Grackle","Quiscalus quiscula",2011,122
"550","Common Grackle","Quiscalus quiscula",2012,105
"551","Common Grackle","Quiscalus quiscula",2013,48
"552","Common Grackle","Quiscalus quiscula",2014,52
"553","Common Grackle","Quiscalus quiscula",2015,83
"554","Common Grackle","Quiscalus quiscula",2016,30
"555","Common Grackle","Quiscalus quiscula",2017,39
"556","Common Grackle","Quiscalus quiscula",2018,57
"557","Common Grackle","Quiscalus quiscula",2019,36
"558","Common Grackle","Quiscalus quiscula",2020,37
"559","Common Grackle","Quiscalus quiscula",2021,19
"560","Common Grackle","Quiscalus quiscula",2022,29
"561","Common Grackle","Quiscalus quiscula",2023,31
"562","Common Nighthawk","Chordeiles minor",2006,2
"563","Common Nighthawk","Chordeiles minor",2010,0
"564","Common Nighthawk","Chordeiles minor",2016,0
"565","Common Yellowthroat","Geothlypis trichas",2000,19
"566","Common Yellowthroat","Geothlypis trichas",2001,28
"567","Common Yellowthroat","Geothlypis trichas",2002,35
"568","Common Yellowthroat","Geothlypis trichas",2003,34
"569","Common Yellowthroat","Geothlypis trichas",2004,32
"570","Common Yellowthroat","Geothlypis trichas",2005,41
"571","Common Yellowthroat","Geothlypis trichas",2006,38
"572","Common Yellowthroat","Geothlypis trichas",2007,39
"573","Common Yellowthroat","Geothlypis trichas",2008,44
"574","Common Yellowthroat","Geothlypis trichas",2009,35
"575","Common Yellowthroat","Geothlypis trichas",2010,12
"576","Common Yellowthroat","Geothlypis trichas",2011,20
"577","Common Yellowthroat","Geothlypis trichas",2012,16
"578","Common Yellowthroat","Geothlypis trichas",2013,10
"579","Common Yellowthroat","Geothlypis trichas",2014,16
"580","Common Yellowthroat","Geothlypis trichas",2015,21
"581","Common Yellowthroat","Geothlypis trichas",2016,17
"582","Common Yellowthroat","Geothlypis trichas",2017,11
"583","Common Yellowthroat","Geothlypis trichas",2018,9
"584","Common Yellowthroat","Geothlypis trichas",2019,11
"585","Common Yellowthroat","Geothlypis trichas",2020,21
"586","Common Yellowthroat","Geothlypis trichas",2021,17
"587","Common Yellowthroat","Geothlypis trichas",2022,17
"588","Common Yellowthroat","Geothlypis trichas",2023,26
"589","Cooper's Hawk","Accipiter cooperii",2001,3
"590","Cooper's Hawk","Accipiter cooperii",2007,2
"591","Cooper's Hawk","Accipiter cooperii",2010,5
"592","Cooper's Hawk","Accipiter cooperii",2012,2
"593","Cooper's Hawk","Accipiter cooperii",2013,1
"594","Cooper's Hawk","Accipiter cooperii",2015,1
"595","Cooper's Hawk","Accipiter cooperii",2016,0
"596","Cooper's Hawk","Accipiter cooperii",2019,1
"597","Cooper's Hawk","Accipiter cooperii",2020,1
"598","Cooper's Hawk","Accipiter cooperii",2022,1
"599","Dickcissel","Spiza americana",2010,0
"600","Dickcissel","Spiza americana",2016,0
"601","Dickcissel","Spiza americana",2022,1
"602","Double-crested Cormorant","Nannopterum auritum",2000,2
"603","Double-crested Cormorant","Nannopterum auritum",2001,1
"604","Double-crested Cormorant","Nannopterum auritum",2002,2
"605","Double-crested Cormorant","Nannopterum auritum",2003,1
"606","Double-crested Cormorant","Nannopterum auritum",2005,1
"607","Double-crested Cormorant","Nannopterum auritum",2008,7
"608","Double-crested Cormorant","Nannopterum auritum",2010,1
"609","Double-crested Cormorant","Nannopterum auritum",2011,11
"610","Double-crested Cormorant","Nannopterum auritum",2013,1
"611","Double-crested Cormorant","Nannopterum auritum",2014,1
"612","Double-crested Cormorant","Nannopterum auritum",2015,8
"613","Double-crested Cormorant","Nannopterum auritum",2016,1
"614","Double-crested Cormorant","Nannopterum auritum",2021,20
"615","Double-crested Cormorant","Nannopterum auritum",2023,1
"616","Downy Woodpecker","Dryobates pubescens",2000,45
"617","Downy Woodpecker","Dryobates pubescens",2001,41
"618","Downy Woodpecker","Dryobates pubescens",2002,17
"619","Downy Woodpecker","Dryobates pubescens",2003,17
"620","Downy Woodpecker","Dryobates pubescens",2004,12
"621","Downy Woodpecker","Dryobates pubescens",2005,7
"622","Downy Woodpecker","Dryobates pubescens",2006,28
"623","Downy Woodpecker","Dryobates pubescens",2007,20
"624","Downy Woodpecker","Dryobates pubescens",2008,25
"625","Downy Woodpecker","Dryobates pubescens",2009,10
"626","Downy Woodpecker","Dryobates pubescens",2010,19
"627","Downy Woodpecker","Dryobates pubescens",2011,28
"628","Downy Woodpecker","Dryobates pubescens",2012,21
"629","Downy Woodpecker","Dryobates pubescens",2013,15
"630","Downy Woodpecker","Dryobates pubescens",2014,17
"631","Downy Woodpecker","Dryobates pubescens",2015,14
"632","Downy Woodpecker","Dryobates pubescens",2016,10
"633","Downy Woodpecker","Dryobates pubescens",2017,15
"634","Downy Woodpecker","Dryobates pubescens",2018,10
"635","Downy Woodpecker","Dryobates pubescens",2019,21
"636","Downy Woodpecker","Dryobates pubescens",2020,21
"637","Downy Woodpecker","Dryobates pubescens",2021,14
"638","Downy Woodpecker","Dryobates pubescens",2022,27
"639","Downy Woodpecker","Dryobates pubescens",2023,26
"640","Eastern Bluebird","Sialia sialis",2000,111
"641","Eastern Bluebird","Sialia sialis",2001,141
"642","Eastern Bluebird","Sialia sialis",2002,122
"643","Eastern Bluebird","Sialia sialis",2003,79
"644","Eastern Bluebird","Sialia sialis",2004,81
"645","Eastern Bluebird","Sialia sialis",2005,101
"646","Eastern Bluebird","Sialia sialis",2006,95
"647","Eastern Bluebird","Sialia sialis",2007,121
"648","Eastern Bluebird","Sialia sialis",2008,89
"649","Eastern Bluebird","Sialia sialis",2009,153
"650","Eastern Bluebird","Sialia sialis",2010,133
"651","Eastern Bluebird","Sialia sialis",2011,86
"652","Eastern Bluebird","Sialia sialis",2012,80
"653","Eastern Bluebird","Sialia sialis",2013,109
"654","Eastern Bluebird","Sialia sialis",2014,69
"655","Eastern Bluebird","Sialia sialis",2015,61
"656","Eastern Bluebird","Sialia sialis",2016,90
"657","Eastern Bluebird","Sialia sialis",2017,81
"658","Eastern Bluebird","Sialia sialis",2018,65
"659","Eastern Bluebird","Sialia sialis",2019,76
"660","Eastern Bluebird","Sialia sialis",2020,119
"661","Eastern Bluebird","Sialia sialis",2021,110
"662","Eastern Bluebird","Sialia sialis",2022,112
"663","Eastern Bluebird","Sialia sialis",2023,113
"664","Eastern Kingbird","Tyrannus tyrannus",2000,17
"665","Eastern Kingbird","Tyrannus tyrannus",2001,16
"666","Eastern Kingbird","Tyrannus tyrannus",2002,16
"667","Eastern Kingbird","Tyrannus tyrannus",2003,4
"668","Eastern Kingbird","Tyrannus tyrannus",2004,5
"669","Eastern Kingbird","Tyrannus tyrannus",2005,12
"670","Eastern Kingbird","Tyrannus tyrannus",2006,17
"671","Eastern Kingbird","Tyrannus tyrannus",2007,13
"672","Eastern Kingbird","Tyrannus tyrannus",2008,15
"673","Eastern Kingbird","Tyrannus tyrannus",2009,14
"674","Eastern Kingbird","Tyrannus tyrannus",2010,10
"675","Eastern Kingbird","Tyrannus tyrannus",2011,10
"676","Eastern Kingbird","Tyrannus tyrannus",2012,4
"677","Eastern Kingbird","Tyrannus tyrannus",2013,16
"678","Eastern Kingbird","Tyrannus tyrannus",2014,5
"679","Eastern Kingbird","Tyrannus tyrannus",2015,6
"680","Eastern Kingbird","Tyrannus tyrannus",2016,7
"681","Eastern Kingbird","Tyrannus tyrannus",2017,4
"682","Eastern Kingbird","Tyrannus tyrannus",2018,3
"683","Eastern Kingbird","Tyrannus tyrannus",2019,7
"684","Eastern Kingbird","Tyrannus tyrannus",2020,7
"685","Eastern Kingbird","Tyrannus tyrannus",2021,9
"686","Eastern Kingbird","Tyrannus tyrannus",2022,9
"687","Eastern Kingbird","Tyrannus tyrannus",2023,11
"688","Eastern Meadowlark","Sturnella magna",2000,44
"689","Eastern Meadowlark","Sturnella magna",2001,64
"690","Eastern Meadowlark","Sturnella magna",2002,50
"691","Eastern Meadowlark","Sturnella magna",2003,59
"692","Eastern Meadowlark","Sturnella magna",2004,41
"693","Eastern Meadowlark","Sturnella magna",2005,53
"694","Eastern Meadowlark","Sturnella magna",2006,55
"695","Eastern Meadowlark","Sturnella magna",2007,47
"696","Eastern Meadowlark","Sturnella magna",2008,64
"697","Eastern Meadowlark","Sturnella magna",2009,44
"698","Eastern Meadowlark","Sturnella magna",2010,80
"699","Eastern Meadowlark","Sturnella magna",2011,33
"700","Eastern Meadowlark","Sturnella magna",2012,34
"701","Eastern Meadowlark","Sturnella magna",2013,45
"702","Eastern Meadowlark","Sturnella magna",2014,42
"703","Eastern Meadowlark","Sturnella magna",2015,29
"704","Eastern Meadowlark","Sturnella magna",2016,25
"705","Eastern Meadowlark","Sturnella magna",2017,40
"706","Eastern Meadowlark","Sturnella magna",2018,30
"707","Eastern Meadowlark","Sturnella magna",2019,37
"708","Eastern Meadowlark","Sturnella magna",2020,27
"709","Eastern Meadowlark","Sturnella magna",2021,38
"710","Eastern Meadowlark","Sturnella magna",2022,21
"711","Eastern Meadowlark","Sturnella magna",2023,28
"712","Eastern Phoebe","Sayornis phoebe",2000,14
"713","Eastern Phoebe","Sayornis phoebe",2001,24
"714","Eastern Phoebe","Sayornis phoebe",2002,14
"715","Eastern Phoebe","Sayornis phoebe",2003,14
"716","Eastern Phoebe","Sayornis phoebe",2004,7
"717","Eastern Phoebe","Sayornis phoebe",2005,21
"718","Eastern Phoebe","Sayornis phoebe",2006,28
"719","Eastern Phoebe","Sayornis phoebe",2007,23
"720","Eastern Phoebe","Sayornis phoebe",2008,32
"721","Eastern Phoebe","Sayornis phoebe",2009,28
"722","Eastern Phoebe","Sayornis phoebe",2010,53
"723","Eastern Phoebe","Sayornis phoebe",2011,26
"724","Eastern Phoebe","Sayornis phoebe",2012,22
"725","Eastern Phoebe","Sayornis phoebe",2013,36
"726","Eastern Phoebe","Sayornis phoebe",2014,24
"727","Eastern Phoebe","Sayornis phoebe",2015,8
"728","Eastern Phoebe","Sayornis phoebe",2016,9
"729","Eastern Phoebe","Sayornis phoebe",2017,18
"730","Eastern Phoebe","Sayornis phoebe",2018,10
"731","Eastern Phoebe","Sayornis phoebe",2019,14
"732","Eastern Phoebe","Sayornis phoebe",2020,29
"733","Eastern Phoebe","Sayornis phoebe",2021,25
"734","Eastern Phoebe","Sayornis phoebe",2022,23
"735","Eastern Phoebe","Sayornis phoebe",2023,28
"736","Eastern Screech-Owl","Megascops asio",2000,1
"737","Eastern Screech-Owl","Megascops asio",2003,1
"738","Eastern Screech-Owl","Megascops asio",2010,0
"739","Eastern Screech-Owl","Megascops asio",2011,1
"740","Eastern Screech-Owl","Megascops asio",2012,1
"741","Eastern Screech-Owl","Megascops asio",2016,0
"742","Eastern Screech-Owl","Megascops asio",2021,1
"743","Eastern Screech-Owl","Megascops asio",2022,1
"744","Eastern Screech-Owl","Megascops asio",2023,1
"745","Eastern Towhee","Pipilo erythrophthalmus",2000,70
"746","Eastern Towhee","Pipilo erythrophthalmus",2001,71
"747","Eastern Towhee","Pipilo erythrophthalmus",2002,91
"748","Eastern Towhee","Pipilo erythrophthalmus",2003,89
"749","Eastern Towhee","Pipilo erythrophthalmus",2004,82
"750","Eastern Towhee","Pipilo erythrophthalmus",2005,92
"751","Eastern Towhee","Pipilo erythrophthalmus",2006,97
"752","Eastern Towhee","Pipilo erythrophthalmus",2007,90
"753","Eastern Towhee","Pipilo erythrophthalmus",2008,106
"754","Eastern Towhee","Pipilo erythrophthalmus",2009,80
"755","Eastern Towhee","Pipilo erythrophthalmus",2010,75
"756","Eastern Towhee","Pipilo erythrophthalmus",2011,61
"757","Eastern Towhee","Pipilo erythrophthalmus",2012,58
"758","Eastern Towhee","Pipilo erythrophthalmus",2013,46
"759","Eastern Towhee","Pipilo erythrophthalmus",2014,66
"760","Eastern Towhee","Pipilo erythrophthalmus",2015,56
"761","Eastern Towhee","Pipilo erythrophthalmus",2016,39
"762","Eastern Towhee","Pipilo erythrophthalmus",2017,47
"763","Eastern Towhee","Pipilo erythrophthalmus",2018,44
"764","Eastern Towhee","Pipilo erythrophthalmus",2019,48
"765","Eastern Towhee","Pipilo erythrophthalmus",2020,45
"766","Eastern Towhee","Pipilo erythrophthalmus",2021,29
"767","Eastern Towhee","Pipilo erythrophthalmus",2022,39
"768","Eastern Towhee","Pipilo erythrophthalmus",2023,33
"769","Eastern Whip-poor-will","Antrostomus vociferus",2000,24
"770","Eastern Whip-poor-will","Antrostomus vociferus",2001,5
"771","Eastern Whip-poor-will","Antrostomus vociferus",2002,16
"772","Eastern Whip-poor-will","Antrostomus vociferus",2003,8
"773","Eastern Whip-poor-will","Antrostomus vociferus",2004,9
"774","Eastern Whip-poor-will","Antrostomus vociferus",2005,9
"775","Eastern Whip-poor-will","Antrostomus vociferus",2006,7
"776","Eastern Whip-poor-will","Antrostomus vociferus",2007,9
"777","Eastern Whip-poor-will","Antrostomus vociferus",2008,8
"778","Eastern Whip-poor-will","Antrostomus vociferus",2009,9
"779","Eastern Whip-poor-will","Antrostomus vociferus",2010,7
"780","Eastern Whip-poor-will","Antrostomus vociferus",2011,5
"781","Eastern Whip-poor-will","Antrostomus vociferus",2012,10
"782","Eastern Whip-poor-will","Antrostomus vociferus",2013,6
"783","Eastern Whip-poor-will","Antrostomus vociferus",2014,11
"784","Eastern Whip-poor-will","Antrostomus vociferus",2015,13
"785","Eastern Whip-poor-will","Antrostomus vociferus",2016,11
"786","Eastern Whip-poor-will","Antrostomus vociferus",2017,8
"787","Eastern Whip-poor-will","Antrostomus vociferus",2018,6
"788","Eastern Whip-poor-will","Antrostomus vociferus",2019,3
"789","Eastern Whip-poor-will","Antrostomus vociferus",2020,7
"790","Eastern Whip-poor-will","Antrostomus vociferus",2021,3
"791","Eastern Whip-poor-will","Antrostomus vociferus",2022,3
"792","Eastern Whip-poor-will","Antrostomus vociferus",2023,6
"793","Eastern Wood-Pewee","Contopus virens",2000,68
"794","Eastern Wood-Pewee","Contopus virens",2001,61
"795","Eastern Wood-Pewee","Contopus virens",2002,67
"796","Eastern Wood-Pewee","Contopus virens",2003,77
"797","Eastern Wood-Pewee","Contopus virens",2004,41
"798","Eastern Wood-Pewee","Contopus virens",2005,55
"799","Eastern Wood-Pewee","Contopus virens",2006,50
"800","Eastern Wood-Pewee","Contopus virens",2007,59
"801","Eastern Wood-Pewee","Contopus virens",2008,70
"802","Eastern Wood-Pewee","Contopus virens",2009,65
"803","Eastern Wood-Pewee","Contopus virens",2010,70
"804","Eastern Wood-Pewee","Contopus virens",2011,44
"805","Eastern Wood-Pewee","Contopus virens",2012,34
"806","Eastern Wood-Pewee","Contopus virens",2013,50
"807","Eastern Wood-Pewee","Contopus virens",2014,50
"808","Eastern Wood-Pewee","Contopus virens",2015,60
"809","Eastern Wood-Pewee","Contopus virens",2016,46
"810","Eastern Wood-Pewee","Contopus virens",2017,56
"811","Eastern Wood-Pewee","Contopus virens",2018,43
"812","Eastern Wood-Pewee","Contopus virens",2019,40
"813","Eastern Wood-Pewee","Contopus virens",2020,83
"814","Eastern Wood-Pewee","Contopus virens",2021,55
"815","Eastern Wood-Pewee","Contopus virens",2022,53
"816","Eastern Wood-Pewee","Contopus virens",2023,41
"817","European Starling","Sturnus vulgaris",2000,177
"818","European Starling","Sturnus vulgaris",2001,102
"819","European Starling","Sturnus vulgaris",2002,72
"820","European Starling","Sturnus vulgaris",2003,77
"821","European Starling","Sturnus vulgaris",2004,50
"822","European Starling","Sturnus vulgaris",2005,60
"823","European Starling","Sturnus vulgaris",2006,45
"824","European Starling","Sturnus vulgaris",2007,81
"825","European Starling","Sturnus vulgaris",2008,34
"826","European Starling","Sturnus vulgaris",2009,186
"827","European Starling","Sturnus vulgaris",2010,91
"828","European Starling","Sturnus vulgaris",2011,57
"829","European Starling","Sturnus vulgaris",2012,89
"830","European Starling","Sturnus vulgaris",2013,59
"831","European Starling","Sturnus vulgaris",2014,45
"832","European Starling","Sturnus vulgaris",2015,98
"833","European Starling","Sturnus vulgaris",2016,31
"834","European Starling","Sturnus vulgaris",2017,52
"835","European Starling","Sturnus vulgaris",2018,28
"836","European Starling","Sturnus vulgaris",2019,54
"837","European Starling","Sturnus vulgaris",2020,111
"838","European Starling","Sturnus vulgaris",2021,25
"839","European Starling","Sturnus vulgaris",2022,47
"840","European Starling","Sturnus vulgaris",2023,65
"841","Field Sparrow","Spizella pusilla",2000,6
"842","Field Sparrow","Spizella pusilla",2001,12
"843","Field Sparrow","Spizella pusilla",2002,21
"844","Field Sparrow","Spizella pusilla",2003,14
"845","Field Sparrow","Spizella pusilla",2004,9
"846","Field Sparrow","Spizella pusilla",2005,12
"847","Field Sparrow","Spizella pusilla",2006,10
"848","Field Sparrow","Spizella pusilla",2007,13
"849","Field Sparrow","Spizella pusilla",2008,14
"850","Field Sparrow","Spizella pusilla",2009,8
"851","Field Sparrow","Spizella pusilla",2010,12
"852","Field Sparrow","Spizella pusilla",2011,10
"853","Field Sparrow","Spizella pusilla",2012,7
"854","Field Sparrow","Spizella pusilla",2013,9
"855","Field Sparrow","Spizella pusilla",2014,3
"856","Field Sparrow","Spizella pusilla",2015,8
"857","Field Sparrow","Spizella pusilla",2016,11
"858","Field Sparrow","Spizella pusilla",2017,8
"859","Field Sparrow","Spizella pusilla",2018,6
"860","Field Sparrow","Spizella pusilla",2019,12
"861","Field Sparrow","Spizella pusilla",2020,3
"862","Field Sparrow","Spizella pusilla",2021,9
"863","Field Sparrow","Spizella pusilla",2022,9
"864","Field Sparrow","Spizella pusilla",2023,2
"865","Fish Crow","Corvus ossifragus",2000,3
"866","Fish Crow","Corvus ossifragus",2001,6
"867","Fish Crow","Corvus ossifragus",2002,4
"868","Fish Crow","Corvus ossifragus",2003,3
"869","Fish Crow","Corvus ossifragus",2004,4
"870","Fish Crow","Corvus ossifragus",2005,2
"871","Fish Crow","Corvus ossifragus",2006,14
"872","Fish Crow","Corvus ossifragus",2007,7
"873","Fish Crow","Corvus ossifragus",2008,14
"874","Fish Crow","Corvus ossifragus",2009,13
"875","Fish Crow","Corvus ossifragus",2010,14
"876","Fish Crow","Corvus ossifragus",2011,16
"877","Fish Crow","Corvus ossifragus",2012,18
"878","Fish Crow","Corvus ossifragus",2013,27
"879","Fish Crow","Corvus ossifragus",2014,15
"880","Fish Crow","Corvus ossifragus",2015,17
"881","Fish Crow","Corvus ossifragus",2016,15
"882","Fish Crow","Corvus ossifragus",2017,19
"883","Fish Crow","Corvus ossifragus",2018,11
"884","Fish Crow","Corvus ossifragus",2019,13
"885","Fish Crow","Corvus ossifragus",2020,30
"886","Fish Crow","Corvus ossifragus",2021,25
"887","Fish Crow","Corvus ossifragus",2022,20
"888","Fish Crow","Corvus ossifragus",2023,17
"889","Glossy Ibis","Plegadis falcinellus",2010,0
"890","Glossy Ibis","Plegadis falcinellus",2016,0
"891","Grasshopper Sparrow","Ammodramus savannarum",2000,3
"892","Grasshopper Sparrow","Ammodramus savannarum",2001,4
"893","Grasshopper Sparrow","Ammodramus savannarum",2002,3
"894","Grasshopper Sparrow","Ammodramus savannarum",2003,1
"895","Grasshopper Sparrow","Ammodramus savannarum",2004,3
"896","Grasshopper Sparrow","Ammodramus savannarum",2005,2
"897","Grasshopper Sparrow","Ammodramus savannarum",2006,3
"898","Grasshopper Sparrow","Ammodramus savannarum",2007,4
"899","Grasshopper Sparrow","Ammodramus savannarum",2008,4
"900","Grasshopper Sparrow","Ammodramus savannarum",2009,4
"901","Grasshopper Sparrow","Ammodramus savannarum",2010,3
"902","Grasshopper Sparrow","Ammodramus savannarum",2013,1
"903","Grasshopper Sparrow","Ammodramus savannarum",2016,0
"904","Grasshopper Sparrow","Ammodramus savannarum",2018,4
"905","Grasshopper Sparrow","Ammodramus savannarum",2020,5
"906","Grasshopper Sparrow","Ammodramus savannarum",2021,1
"907","Grasshopper Sparrow","Ammodramus savannarum",2022,3
"908","Grasshopper Sparrow","Ammodramus savannarum",2023,5
"909","Gray Catbird","Dumetella carolinensis",2000,4
"910","Gray Catbird","Dumetella carolinensis",2001,6
"911","Gray Catbird","Dumetella carolinensis",2002,10
"912","Gray Catbird","Dumetella carolinensis",2003,6
"913","Gray Catbird","Dumetella carolinensis",2004,1
"914","Gray Catbird","Dumetella carolinensis",2005,8
"915","Gray Catbird","Dumetella carolinensis",2006,6
"916","Gray Catbird","Dumetella carolinensis",2007,15
"917","Gray Catbird","Dumetella carolinensis",2008,14
"918","Gray Catbird","Dumetella carolinensis",2009,2
"919","Gray Catbird","Dumetella carolinensis",2010,20
"920","Gray Catbird","Dumetella carolinensis",2011,4
"921","Gray Catbird","Dumetella carolinensis",2012,5
"922","Gray Catbird","Dumetella carolinensis",2013,3
"923","Gray Catbird","Dumetella carolinensis",2014,11
"924","Gray Catbird","Dumetella carolinensis",2015,4
"925","Gray Catbird","Dumetella carolinensis",2016,2
"926","Gray Catbird","Dumetella carolinensis",2017,4
"927","Gray Catbird","Dumetella carolinensis",2018,2
"928","Gray Catbird","Dumetella carolinensis",2019,3
"929","Gray Catbird","Dumetella carolinensis",2020,5
"930","Gray Catbird","Dumetella carolinensis",2021,3
"931","Gray Catbird","Dumetella carolinensis",2022,5
"932","Gray Catbird","Dumetella carolinensis",2023,3
"933","Great Blue Heron","Ardea herodias",2000,4
"934","Great Blue Heron","Ardea herodias",2001,1
"935","Great Blue Heron","Ardea herodias",2002,3
"936","Great Blue Heron","Ardea herodias",2003,4
"937","Great Blue Heron","Ardea herodias",2004,4
"938","Great Blue Heron","Ardea herodias",2005,7
"939","Great Blue Heron","Ardea herodias",2006,7
"940","Great Blue Heron","Ardea herodias",2007,1
"941","Great Blue Heron","Ardea herodias",2008,21
"942","Great Blue Heron","Ardea herodias",2009,16
"943","Great Blue Heron","Ardea herodias",2010,6
"944","Great Blue Heron","Ardea herodias",2011,9
"945","Great Blue Heron","Ardea herodias",2012,8
"946","Great Blue Heron","Ardea herodias",2013,10
"947","Great Blue Heron","Ardea herodias",2014,8
"948","Great Blue Heron","Ardea herodias",2015,13
"949","Great Blue Heron","Ardea herodias",2016,13
"950","Great Blue Heron","Ardea herodias",2017,13
"951","Great Blue Heron","Ardea herodias",2018,8
"952","Great Blue Heron","Ardea herodias",2019,7
"953","Great Blue Heron","Ardea herodias",2020,6
"954","Great Blue Heron","Ardea herodias",2021,13
"955","Great Blue Heron","Ardea herodias",2022,10
"956","Great Blue Heron","Ardea herodias",2023,7
"957","Great Crested Flycatcher","Myiarchus crinitus",2000,18
"958","Great Crested Flycatcher","Myiarchus crinitus",2001,27
"959","Great Crested Flycatcher","Myiarchus crinitus",2002,13
"960","Great Crested Flycatcher","Myiarchus crinitus",2003,24
"961","Great Crested Flycatcher","Myiarchus crinitus",2004,26
"962","Great Crested Flycatcher","Myiarchus crinitus",2005,20
"963","Great Crested Flycatcher","Myiarchus crinitus",2006,21
"964","Great Crested Flycatcher","Myiarchus crinitus",2007,34
"965","Great Crested Flycatcher","Myiarchus crinitus",2008,40
"966","Great Crested Flycatcher","Myiarchus crinitus",2009,40
"967","Great Crested Flycatcher","Myiarchus crinitus",2010,34
"968","Great Crested Flycatcher","Myiarchus crinitus",2011,46
"969","Great Crested Flycatcher","Myiarchus crinitus",2012,35
"970","Great Crested Flycatcher","Myiarchus crinitus",2013,46
"971","Great Crested Flycatcher","Myiarchus crinitus",2014,35
"972","Great Crested Flycatcher","Myiarchus crinitus",2015,42
"973","Great Crested Flycatcher","Myiarchus crinitus",2016,26
"974","Great Crested Flycatcher","Myiarchus crinitus",2017,41
"975","Great Crested Flycatcher","Myiarchus crinitus",2018,30
"976","Great Crested Flycatcher","Myiarchus crinitus",2019,37
"977","Great Crested Flycatcher","Myiarchus crinitus",2020,65
"978","Great Crested Flycatcher","Myiarchus crinitus",2021,69
"979","Great Crested Flycatcher","Myiarchus crinitus",2022,47
"980","Great Crested Flycatcher","Myiarchus crinitus",2023,49
"981","Great Egret","Ardea alba",2012,1
"982","Great Horned Owl","Bubo virginianus",2001,3
"983","Great Horned Owl","Bubo virginianus",2005,6
"984","Great Horned Owl","Bubo virginianus",2006,1
"985","Great Horned Owl","Bubo virginianus",2007,1
"986","Great Horned Owl","Bubo virginianus",2010,0
"987","Great Horned Owl","Bubo virginianus",2011,3
"988","Great Horned Owl","Bubo virginianus",2012,1
"989","Great Horned Owl","Bubo virginianus",2014,1
"990","Great Horned Owl","Bubo virginianus",2016,1
"991","Great Horned Owl","Bubo virginianus",2020,2
"992","Great Horned Owl","Bubo virginianus",2021,1
"993","Great Horned Owl","Bubo virginianus",2022,4
"994","Great Horned Owl","Bubo virginianus",2023,1
"995","Green Heron","Butorides virescens",2000,11
"996","Green Heron","Butorides virescens",2001,6
"997","Green Heron","Butorides virescens",2002,4
"998","Green Heron","Butorides virescens",2003,1
"999","Green Heron","Butorides virescens",2004,5
"1000","Green Heron","Butorides virescens",2005,3
"1001","Green Heron","Butorides virescens",2006,4
"1002","Green Heron","Butorides virescens",2007,1
"1003","Green Heron","Butorides virescens",2009,6
"1004","Green Heron","Butorides virescens",2010,1
"1005","Green Heron","Butorides virescens",2011,3
"1006","Green Heron","Butorides virescens",2012,1
"1007","Green Heron","Butorides virescens",2013,1
"1008","Green Heron","Butorides virescens",2014,2
"1009","Green Heron","Butorides virescens",2016,0
"1010","Green Heron","Butorides virescens",2018,1
"1011","Green Heron","Butorides virescens",2019,3
"1012","Green Heron","Butorides virescens",2020,1
"1013","Green Heron","Butorides virescens",2021,2
"1014","Green Heron","Butorides virescens",2022,2
"1015","Green Heron","Butorides virescens",2023,4
"1016","Hairy Woodpecker","Dryobates villosus",2000,5
"1017","Hairy Woodpecker","Dryobates villosus",2001,6
"1018","Hairy Woodpecker","Dryobates villosus",2002,1
"1019","Hairy Woodpecker","Dryobates villosus",2003,3
"1020","Hairy Woodpecker","Dryobates villosus",2004,3
"1021","Hairy Woodpecker","Dryobates villosus",2005,3
"1022","Hairy Woodpecker","Dryobates villosus",2006,6
"1023","Hairy Woodpecker","Dryobates villosus",2007,1
"1024","Hairy Woodpecker","Dryobates villosus",2008,1
"1025","Hairy Woodpecker","Dryobates villosus",2010,4
"1026","Hairy Woodpecker","Dryobates villosus",2011,5
"1027","Hairy Woodpecker","Dryobates villosus",2012,1
"1028","Hairy Woodpecker","Dryobates villosus",2014,1
"1029","Hairy Woodpecker","Dryobates villosus",2015,1
